previous_crop,soil_pH,soil_type,temperature,humidity,rainfall,season,recommended_next_crop
Mango,7.02,clay,19.39,77.98,58.48,Rabi,Gram
Coriander,6.59,sandy,31.12,50.76,119.62,Kharif,Maize
Bhindi,6.65,sandy,17.73,81.8,58.58,Rabi,Gram
Ginger,5.79,loamy,21.09,57.65,66.05,Rabi,Wheat
Turmeric,7.26,silt_clay,18.95,66.1,66.25,Rabi,Gram
Mango,6.81,sandy,16.7,69.66,43.09,Rabi,Gram
Gram,6.42,silt_clay,25.05,51.23,191.18,Kharif,Cotton
Ginger,5.79,sandy_loam,15.65,59.34,55.64,Rabi,Wheat
Gram,6.05,sandy,31.09,78.72,128.52,Kharif,Cotton
Mustard,6.36,clay,27.52,67.18,107.55,Kharif,Maize
Groundnut,6.35,sandy,23.22,51.0,65.23,Rabi,Wheat
Coriander,6.98,silt_clay,28.51,65.11,104.58,Kharif,Maize
Tomato,7.17,clay,20.15,74.0,82.48,Rabi,Onion
Groundnut,6.17,sandy_loam,16.08,65.27,78.88,Rabi,Gram
Bhindi,6.01,loamy,20.17,69.58,66.87,Rabi,Gram
Rice,6.82,sandy,29.82,68.08,139.12,Rabi,Wheat
Green Chilli,6.61,loamy,16.89,71.59,71.18,Rabi,Gram
Bhindi,6.65,loamy,17.72,63.44,69.37,Rabi,Gram
Brinjal,6.8,sandy,23.71,72.19,73.75,Rabi,Mustard
Coriander,6.35,clay,27.09,60.92,66.98,Kharif,Cotton
Gram,6.58,clay,32.55,73.53,153.12,Kharif,Cotton
Wheat,7.09,silt_clay,32.55,66.12,134.2,Kharif,Gram
Ginger,5.53,loamy,19.51,54.54,44.39,Rabi,Wheat
Bhindi,6.87,sandy,22.47,69.6,65.26,Rabi,Gram
Tomato,6.55,silt_clay,15.41,59.85,62.21,Rabi,Wheat
Groundnut,6.02,sandy,21.62,55.54,67.52,Rabi,Wheat
Bhindi,7.37,sandy_loam,16.31,83.93,79.37,Rabi,Mustard
Tomato,7.02,loamy,18.94,59.29,58.41,Rabi,Onion
Mustard,7.29,clay,33.06,78.88,186.82,Kharif,Rice
Mango,7.4,loamy,19.93,74.29,78.08,Rabi,Wheat
Coconut,5.64,sandy_loam,26.42,81.15,196.75,Kharif,Rice
Garlic,7.39,sandy,30.55,54.4,86.83,Kharif,Cotton
Onion,6.73,clay,32.83,69.05,69.26,Kharif,Maize
Gram,6.68,loamy,25.64,72.5,158.77,Kharif,Rice
Onion,6.02,loamy,26.13,78.99,75.11,Kharif,Cotton
Cotton,6.54,sandy_loam,18.08,71.48,75.92,Rabi,Mustard
Maize,6.46,clay,24.19,62.68,83.54,Rabi,Mustard
Rice,5.96,loamy,23.91,68.62,109.99,Rabi,Groundnut
Cotton,7.11,clay,24.42,68.54,69.3,Rabi,Gram
Wheat,6.12,loamy,29.3,55.97,57.46,Kharif,Gram
Banana,6.98,sandy_loam,17.51,55.5,51.12,Rabi,Gram
Cotton,7.61,loamy,20.57,55.46,73.38,Rabi,Wheat
Ginger,6.11,sandy,19.8,63.36,52.33,Rabi,Wheat
Coriander,6.14,clay,30.92,56.43,73.74,Kharif,Cotton
Coconut,6.75,silt_clay,25.43,83.13,157.17,Kharif,Maize
Turmeric,6.63,silt_clay,22.18,59.86,62.98,Rabi,Gram
Garlic,7.06,silt_clay,26.46,79.29,85.54,Kharif,Cotton
Maize,7.07,loamy,19.36,70.2,84.28,Rabi,Wheat
Coriander,6.42,clay,25.68,60.57,79.21,Kharif,Maize
Mustard,7.01,clay,25.09,72.69,151.11,Kharif,Maize
Sugarcane,7.66,loamy,24.51,54.8,61.5,Rabi,Mustard
Green Chilli,7.08,sandy_loam,16.86,62.74,45.16,Rabi,Wheat
Banana,6.26,silt_clay,16.23,83.79,51.26,Rabi,Mustard
Papaya,6.16,silt_clay,22.21,72.93,46.61,Rabi,Mustard
Bhindi,6.26,sandy,17.59,67.09,66.11,Rabi,Gram
Wheat,7.6,clay,31.4,59.49,109.28,Kharif,Groundnut
Ginger,5.71,loamy,19.6,50.68,46.89,Rabi,Mustard
Garlic,7.5,sandy,28.09,69.12,102.16,Kharif,Maize
Cotton,6.27,sandy,20.06,55.04,64.96,Rabi,Wheat
Mustard,6.11,loamy,34.79,63.52,126.73,Kharif,Rice
Onion,6.56,loamy,26.68,64.86,87.66,Kharif,Cotton
Ginger,5.78,sandy,22.93,57.43,69.54,Rabi,Wheat
Potato,6.9,sandy_loam,31.01,53.46,111.71,Kharif,Rice
Papaya,7.28,loamy,15.66,63.43,69.99,Rabi,Gram
Sugarcane,7.82,sandy_loam,21.76,60.53,47.36,Rabi,Mustard
Potato,6.45,loamy,22.09,75.06,134.44,Kharif,Rice
Potato,6.76,loamy,24.0,53.33,111.94,Kharif,Rice
Bhindi,6.45,sandy,23.85,75.33,66.79,Rabi,Gram
Banana,6.87,sandy_loam,24.87,58.73,47.24,Rabi,Gram
Wheat,7.07,silt_clay,29.57,56.66,55.23,Kharif,Gram
Ginger,5.69,clay,20.9,72.82,41.04,Rabi,Wheat
Groundnut,6.53,sandy,18.78,77.79,74.98,Rabi,Wheat
Sugarcane,7.46,sandy_loam,24.16,61.47,54.88,Rabi,Mustard
Mango,6.22,loamy,15.78,75.19,53.9,Rabi,Wheat
Garlic,7.17,loamy,31.4,51.22,101.44,Kharif,Maize
Tomato,7.01,clay,22.24,78.21,64.47,Rabi,Onion
Garlic,6.77,sandy,33.56,66.35,110.1,Kharif,Maize
Sugarcane,7.9,sandy,24.28,53.19,51.44,Rabi,Mustard
Bhindi,6.85,sandy_loam,23.94,58.99,49.61,Rabi,Gram
Gram,6.14,loamy,28.01,53.31,175.84,Kharif,Rice
Ginger,5.6,sandy_loam,22.52,77.47,49.19,Rabi,Mustard
Ginger,6.22,sandy_loam,19.9,53.85,76.5,Rabi,Wheat
Mustard,6.12,sandy_loam,30.44,74.32,151.52,Kharif,Rice
Rice,5.58,sandy,20.25,53.78,104.71,Rabi,Mustard
Tomato,7.22,sandy_loam,18.09,73.06,78.32,Rabi,Wheat
Tomato,6.87,silt_clay,16.7,76.67,88.67,Rabi,Garlic
Maize,5.95,sandy,15.42,69.76,95.81,Rabi,Mustard
Mango,6.64,loamy,24.63,63.68,56.02,Rabi,Gram
Garlic,6.98,sandy,29.16,60.5,62.91,Kharif,Maize
Cotton,7.22,clay,16.73,63.29,72.06,Rabi,Wheat
Coriander,6.72,loamy,30.17,58.08,99.79,Kharif,Cotton
Tomato,7.27,sandy_loam,23.34,77.99,67.27,Rabi,Onion
Banana,6.48,sandy,16.97,55.61,48.53,Rabi,Mustard
Green Chilli,6.1,loamy,21.16,58.18,61.7,Rabi,Gram
Mustard,7.05,sandy_loam,27.3,53.72,182.18,Kharif,Rice
Turmeric,6.81,clay,23.5,84.32,79.05,Rabi,Mustard
Gram,7.5,sandy,29.61,73.5,116.22,Kharif,Cotton
Tomato,6.84,loamy,19.02,55.66,55.92,Rabi,Garlic
Onion,6.91,clay,32.99,79.98,88.93,Kharif,Maize
Gram,7.57,loamy,30.06,50.63,193.28,Kharif,Rice
Onion,7.06,loamy,27.15,57.16,70.89,Kharif,Cotton
Garlic,6.23,clay,30.17,56.88,105.47,Kharif,Cotton
Wheat,6.64,sandy_loam,27.93,84.3,110.19,Kharif,Cotton
Mango,7.48,clay,23.43,70.53,54.89,Rabi,Wheat
Sugarcane,7.97,clay,20.22,54.36,78.46,Rabi,Gram
Garlic,6.05,clay,33.95,51.24,111.79,Kharif,Cotton
Papaya,7.09,sandy_loam,23.89,65.89,51.09,Rabi,Mustard
Banana,6.86,loamy,21.48,80.21,51.73,Rabi,Mustard
Green Chilli,6.37,sandy,18.49,64.01,75.76,Rabi,Gram
Mustard,7.28,sandy,26.12,79.73,153.28,Kharif,Maize
Mustard,7.94,loamy,25.64,69.31,184.11,Kharif,Cotton
Rice,6.91,sandy,29.06,53.89,173.89,Rabi,Wheat
Groundnut,6.03,clay,24.21,61.23,50.09,Rabi,Wheat
Mango,7.04,sandy,19.8,66.85,52.75,Rabi,Gram
Gram,7.73,clay,26.82,53.01,171.41,Kharif,Cotton
Papaya,6.72,sandy,18.63,80.07,58.72,Rabi,Gram
Mustard,6.06,sandy,29.17,60.84,193.78,Kharif,Maize
Rice,6.02,clay,28.21,75.15,180.26,Rabi,Gram
Gram,7.32,clay,25.98,70.17,155.37,Kharif,Rice
Garlic,6.61,clay,27.69,78.68,102.64,Kharif,Maize
Bhindi,6.21,silt_clay,19.59,52.72,78.39,Rabi,Mustard
Sugarcane,6.37,loamy,17.91,64.61,55.07,Rabi,Gram
Mango,7.49,loamy,19.07,69.17,77.7,Rabi,Gram
Gram,6.86,sandy_loam,28.74,73.45,107.2,Kharif,Cotton
Wheat,7.07,loamy,33.22,50.04,80.09,Kharif,Gram
Tomato,7.21,loamy,20.14,79.02,72.19,Rabi,Wheat
Banana,6.59,clay,15.57,70.58,70.25,Rabi,Mustard
Gram,6.37,loamy,30.57,75.84,133.56,Kharif,Cotton
Papaya,6.15,clay,18.04,75.97,68.56,Rabi,Gram
Papaya,6.1,clay,17.12,56.03,42.69,Rabi,Mustard
Gram,6.16,sandy,33.41,51.26,165.84,Kharif,Cotton
Ginger,6.42,sandy,24.69,72.77,67.03,Rabi,Wheat
Ginger,6.35,loamy,19.7,59.76,55.19,Rabi,Mustard
Brinjal,7.13,sandy_loam,18.72,50.99,45.48,Rabi,Wheat
Gram,7.51,sandy_loam,32.44,55.32,113.03,Kharif,Rice
Brinjal,6.92,sandy,15.78,82.55,68.29,Rabi,Mustard
Wheat,7.2,silt_clay,31.67,70.2,84.86,Kharif,Maize
Maize,6.34,loamy,20.11,51.64,56.57,Rabi,Gram
Coriander,7.34,silt_clay,30.98,51.12,88.17,Kharif,Maize
Gram,6.11,loamy,26.02,75.5,119.97,Kharif,Rice
Ginger,5.98,sandy_loam,17.12,81.56,42.82,Rabi,Wheat
Banana,6.67,silt_clay,17.69,65.1,55.15,Rabi,Gram
Bhindi,6.07,sandy,15.37,56.52,69.87,Rabi,Gram
Mango,6.35,sandy,16.06,75.63,52.84,Rabi,Wheat
Mustard,6.04,clay,34.58,51.17,157.98,Kharif,Cotton
Potato,5.6,sandy,23.16,52.5,176.06,Kharif,Maize
Wheat,6.45,sandy,30.87,55.9,114.26,Kharif,Maize
Green Chilli,6.82,silt_clay,15.69,59.01,61.76,Rabi,Wheat
Gram,6.73,sandy_loam,25.19,84.05,122.15,Kharif,Rice
Sugarcane,6.55,loamy,17.15,71.96,76.95,Rabi,Mustard
Banana,6.44,sandy,19.15,72.0,76.58,Rabi,Mustard
Green Chilli,7.21,loamy,15.38,67.23,75.94,Rabi,Gram
Ginger,5.97,clay,22.75,76.45,64.17,Rabi,Wheat
Cotton,7.12,silt_clay,19.46,52.45,69.17,Rabi,Mustard
Bhindi,7.47,clay,22.81,84.7,61.25,Rabi,Mustard
Tomato,7.2,sandy,23.06,77.7,79.07,Rabi,Wheat
Ginger,5.67,silt_clay,21.89,54.66,60.08,Rabi,Mustard
Papaya,6.41,clay,21.75,58.51,63.83,Rabi,Gram
Onion,7.5,loamy,32.76,60.9,94.07,Kharif,Cotton
Groundnut,7.45,loamy,15.23,51.95,42.1,Rabi,Gram
Tomato,6.56,silt_clay,23.17,82.66,96.92,Rabi,Garlic
Brinjal,7.3,sandy_loam,16.52,56.1,44.02,Rabi,Wheat
Brinjal,6.03,sandy,22.01,75.07,58.18,Rabi,Mustard
Potato,6.78,sandy,28.75,84.27,171.2,Kharif,Rice
Onion,7.15,silt_clay,29.53,67.95,102.78,Kharif,Maize
Gram,6.8,clay,32.33,71.59,100.29,Kharif,Rice
Potato,6.48,loamy,29.52,51.07,128.33,Kharif,Rice
Maize,6.9,silt_clay,15.15,83.78,55.05,Rabi,Gram
Banana,7.27,sandy,21.61,74.62,45.47,Rabi,Gram
Tomato,7.23,loamy,20.35,62.2,56.6,Rabi,Wheat
Mango,7.1,sandy,15.26,84.65,51.15,Rabi,Wheat
Green Chilli,6.37,clay,22.16,63.67,70.64,Rabi,Gram
Papaya,6.51,silt_clay,24.53,82.09,43.26,Rabi,Mustard
Sugarcane,7.82,sandy,24.45,73.89,53.26,Rabi,Mustard
Onion,7.44,sandy,27.86,60.43,82.99,Kharif,Maize
Tomato,6.43,silt_clay,16.53,78.22,75.51,Rabi,Garlic
Onion,6.28,sandy,25.5,59.23,63.9,Kharif,Maize
Wheat,7.93,clay,25.17,61.31,147.31,Kharif,Groundnut
Cotton,7.39,sandy_loam,19.44,65.78,78.34,Rabi,Gram
Brinjal,6.24,silt_clay,18.6,84.61,71.32,Rabi,Wheat
Wheat,6.03,sandy_loam,33.19,71.11,83.72,Kharif,Gram
Maize,7.1,clay,23.39,62.47,89.61,Rabi,Mustard
Groundnut,6.15,silt_clay,23.58,60.45,76.95,Rabi,Wheat
Groundnut,7.17,silt_clay,19.79,51.56,52.38,Rabi,Gram
Potato,6.64,silt_clay,30.79,62.49,129.99,Kharif,Maize
Mango,6.22,loamy,22.34,68.87,47.94,Rabi,Gram
Garlic,6.01,silt_clay,34.3,54.13,73.92,Kharif,Cotton
Potato,5.97,clay,27.9,76.01,191.69,Kharif,Maize
Ginger,5.91,clay,19.11,67.63,72.58,Rabi,Mustard
Garlic,7.12,silt_clay,32.44,68.62,96.51,Kharif,Cotton
Sugarcane,7.03,silt_clay,19.88,54.66,50.45,Rabi,Mustard
Garlic,7.46,silt_clay,26.73,58.83,112.66,Kharif,Maize
Potato,5.97,silt_clay,31.17,74.74,172.24,Kharif,Maize
Coriander,6.35,loamy,28.34,72.06,64.12,Kharif,Cotton
Maize,5.99,sandy,20.44,53.5,81.28,Rabi,Mustard
Bhindi,7.4,silt_clay,21.44,50.71,68.99,Rabi,Mustard
Coconut,5.76,clay,22.26,57.85,244.53,Kharif,Maize
Wheat,6.47,clay,34.63,69.61,143.68,Kharif,Maize
Coconut,6.35,sandy,31.75,81.39,179.16,Kharif,Maize
Groundnut,6.0,silt_clay,24.96,60.11,45.97,Rabi,Wheat
Mango,6.86,silt_clay,20.14,64.22,41.79,Rabi,Wheat
Banana,6.41,clay,21.28,84.79,61.49,Rabi,Gram
Brinjal,6.44,sandy,16.01,71.19,67.19,Rabi,Wheat
Wheat,6.99,loamy,32.8,50.25,55.73,Kharif,Maize
Banana,6.31,loamy,19.91,65.21,62.66,Rabi,Gram
Brinjal,7.0,sandy,18.25,55.28,64.82,Rabi,Mustard
Papaya,6.49,sandy,24.98,84.13,78.66,Rabi,Mustard
Sugarcane,7.17,clay,24.23,76.68,63.67,Rabi,Gram
Mango,7.22,silt_clay,16.18,53.2,53.42,Rabi,Gram
Mango,6.21,sandy_loam,22.0,51.68,53.38,Rabi,Wheat
Potato,6.44,sandy_loam,30.0,82.75,140.32,Kharif,Rice
Garlic,6.21,silt_clay,34.34,55.05,72.26,Kharif,Cotton
Potato,5.91,sandy_loam,22.46,62.36,196.93,Kharif,Rice
Maize,7.13,sandy_loam,24.26,58.0,78.06,Rabi,Gram
Garlic,7.0,loamy,31.71,72.53,74.62,Kharif,Maize
Cotton,6.87,silt_clay,23.25,79.57,49.96,Rabi,Wheat
Gram,7.95,sandy,33.11,56.9,121.35,Kharif,Cotton
Rice,7.04,silt_clay,23.44,62.3,161.92,Rabi,Wheat
Banana,6.44,loamy,19.03,75.29,67.36,Rabi,Gram
Bhindi,7.01,silt_clay,16.7,70.33,59.35,Rabi,Mustard
Green Chilli,7.43,silt_clay,19.93,72.16,47.33,Rabi,Gram
Tomato,6.06,loamy,22.45,51.66,60.96,Rabi,Onion
Groundnut,6.77,clay,21.65,52.75,64.15,Rabi,Wheat
Papaya,7.02,silt_clay,18.69,69.22,69.77,Rabi,Mustard
Groundnut,6.17,silt_clay,22.03,77.74,65.16,Rabi,Gram
Gram,6.66,sandy,28.1,67.76,140.13,Kharif,Cotton
Cotton,7.11,loamy,19.29,68.93,67.86,Rabi,Mustard
Tomato,7.44,clay,20.06,64.46,93.84,Rabi,Onion
Potato,6.17,clay,26.77,54.64,139.51,Kharif,Rice
Sugarcane,6.64,sandy,15.56,67.0,76.51,Rabi,Mustard
Banana,6.64,sandy_loam,15.39,71.09,44.94,Rabi,Mustard
Green Chilli,7.03,sandy_loam,19.06,62.95,73.08,Rabi,Gram
Maize,7.09,loamy,19.71,78.76,67.56,Rabi,Mustard
Potato,6.81,sandy_loam,26.03,82.74,194.99,Kharif,Maize
Ginger,6.45,sandy_loam,15.44,77.53,76.51,Rabi,Wheat
Onion,6.6,sandy_loam,33.74,54.71,70.37,Kharif,Maize
Rice,7.06,clay,26.32,50.46,199.53,Rabi,Mustard
Tomato,6.03,sandy,16.8,79.45,50.55,Rabi,Wheat
Green Chilli,6.71,sandy_loam,23.36,75.85,50.61,Rabi,Wheat
Sugarcane,7.91,sandy,22.35,74.49,74.12,Rabi,Mustard
Wheat,7.64,clay,26.51,61.98,91.34,Kharif,Cotton
Gram,6.85,clay,28.06,68.36,165.19,Kharif,Rice
Turmeric,7.43,sandy_loam,21.33,72.02,45.7,Rabi,Mustard
Potato,6.36,loamy,28.03,63.62,155.76,Kharif,Rice
Maize,5.94,sandy,24.1,78.28,52.96,Rabi,Mustard
Coriander,7.08,loamy,32.93,73.16,84.63,Kharif,Maize
Cotton,7.01,clay,24.85,76.88,57.37,Rabi,Wheat
Tomato,7.08,sandy_loam,24.76,60.87,73.05,Rabi,Garlic
Coriander,6.62,sandy,32.84,59.59,84.1,Kharif,Cotton
Wheat,6.07,loamy,27.27,61.96,88.09,Kharif,Maize
Maize,7.09,sandy,18.03,61.39,82.76,Rabi,Wheat
Ginger,5.66,clay,22.37,75.43,48.54,Rabi,Mustard
Papaya,7.42,loamy,18.06,82.6,48.77,Rabi,Mustard
Wheat,7.12,sandy_loam,34.62,72.22,125.48,Kharif,Groundnut
Brinjal,7.48,sandy_loam,23.91,61.96,58.58,Rabi,Mustard
Cotton,6.87,clay,18.12,61.9,43.16,Rabi,Mustard
Brinjal,6.86,clay,19.9,51.01,42.57,Rabi,Wheat
Onion,7.03,clay,32.65,66.46,79.04,Kharif,Cotton
Coconut,6.37,sandy,30.15,61.02,190.35,Kharif,Maize
Cotton,7.28,silt_clay,18.45,61.81,52.48,Rabi,Gram
Bhindi,6.7,sandy,15.54,82.35,66.47,Rabi,Mustard
Gram,6.85,silt_clay,30.65,56.29,109.98,Kharif,Rice
Coriander,7.07,loamy,27.38,76.94,75.86,Kharif,Maize
Green Chilli,7.21,sandy,17.48,79.93,76.82,Rabi,Gram
Coconut,6.02,sandy_loam,26.88,75.3,246.98,Kharif,Rice
Sugarcane,6.57,sandy_loam,24.55,82.15,41.88,Rabi,Gram
Rice,7.1,loamy,20.16,64.82,159.23,Rabi,Groundnut
Sugarcane,6.79,sandy_loam,20.44,84.15,54.77,Rabi,Gram
Sugarcane,6.77,silt_clay,24.06,79.24,47.88,Rabi,Mustard
Maize,6.9,sandy_loam,22.77,57.17,83.54,Rabi,Wheat
Coconut,6.71,sandy,31.12,61.41,165.67,Kharif,Rice
Maize,7.22,clay,21.94,67.94,58.32,Rabi,Wheat
Green Chilli,6.18,clay,16.57,58.75,59.54,Rabi,Wheat
Papaya,6.02,sandy_loam,21.18,54.54,40.08,Rabi,Gram
Wheat,6.44,loamy,34.57,78.92,130.08,Kharif,Maize
Bhindi,6.63,loamy,18.88,67.21,51.81,Rabi,Mustard
Maize,6.46,sandy_loam,24.8,66.73,71.94,Rabi,Mustard
Coriander,6.66,clay,34.84,68.98,99.74,Kharif,Cotton
Bhindi,6.96,clay,24.6,59.66,49.86,Rabi,Gram
Garlic,6.38,sandy_loam,26.82,84.08,90.36,Kharif,Cotton
Papaya,7.21,sandy_loam,24.65,59.27,52.62,Rabi,Mustard
Garlic,6.72,sandy_loam,30.64,75.75,76.2,Kharif,Cotton
Banana,6.25,sandy_loam,18.1,67.73,63.39,Rabi,Gram
Onion,6.92,silt_clay,32.54,50.72,74.96,Kharif,Cotton
Tomato,7.31,clay,19.04,55.67,85.04,Rabi,Onion
Banana,6.79,sandy_loam,19.0,52.9,70.74,Rabi,Mustard
Green Chilli,6.12,loamy,24.96,71.08,79.16,Rabi,Wheat
Maize,7.42,sandy,19.82,62.66,96.95,Rabi,Wheat
Groundnut,7.35,clay,22.08,66.19,72.26,Rabi,Gram
Brinjal,6.83,sandy,18.65,80.78,41.57,Rabi,Wheat
Coriander,7.0,clay,28.39,72.68,93.73,Kharif,Maize
Onion,6.19,loamy,26.42,74.67,114.3,Kharif,Maize
Cotton,6.93,silt_clay,23.79,58.52,62.29,Rabi,Wheat
Coriander,7.0,sandy,31.79,53.87,66.31,Kharif,Cotton
Wheat,6.05,clay,31.95,62.11,147.56,Kharif,Gram
Coconut,6.98,loamy,30.27,76.91,178.16,Kharif,Maize
Turmeric,5.81,loamy,23.58,81.41,64.41,Rabi,Gram
Gram,6.01,clay,33.67,71.92,166.91,Kharif,Rice
Maize,7.45,sandy_loam,24.51,71.02,84.62,Rabi,Mustard
Green Chilli,6.89,clay,18.83,72.06,57.68,Rabi,Wheat
Rice,6.46,silt_clay,26.2,74.64,131.94,Rabi,Gram
Rice,5.78,silt_clay,24.95,75.95,185.97,Rabi,Wheat
Potato,6.22,loamy,23.23,78.79,150.46,Kharif,Rice
Papaya,6.64,clay,18.06,64.29,52.06,Rabi,Mustard
Coconut,7.41,loamy,23.35,70.92,229.9,Kharif,Rice
Brinjal,6.4,silt_clay,16.75,52.48,56.01,Rabi,Wheat
Green Chilli,6.86,clay,18.15,62.24,70.49,Rabi,Gram
Potato,6.55,sandy_loam,29.89,62.3,116.71,Kharif,Rice
Onion,6.08,sandy,31.23,79.42,100.96,Kharif,Maize
Tomato,6.91,clay,16.6,69.06,76.62,Rabi,Wheat
Brinjal,7.21,sandy_loam,23.47,68.15,64.15,Rabi,Mustard
Rice,5.81,clay,24.59,61.68,121.43,Rabi,Mustard
Coriander,6.67,silt_clay,27.99,80.93,114.08,Kharif,Cotton
Coriander,6.35,clay,30.81,54.32,88.04,Kharif,Cotton
Onion,6.53,clay,32.48,58.83,84.88,Kharif,Cotton
Banana,6.27,sandy,23.35,60.6,73.31,Rabi,Gram
Papaya,6.37,sandy_loam,22.8,72.53,44.67,Rabi,Mustard
Green Chilli,6.68,sandy,18.48,73.79,50.52,Rabi,Wheat
Mustard,7.3,loamy,25.32,54.26,163.31,Kharif,Maize
Coconut,6.16,silt_clay,30.43,83.42,221.61,Kharif,Maize
Maize,6.88,sandy,19.99,68.73,48.66,Rabi,Wheat
Tomato,7.4,silt_clay,23.11,57.79,85.87,Rabi,Wheat
Banana,6.85,loamy,22.79,61.49,58.88,Rabi,Mustard
Groundnut,7.1,silt_clay,24.45,54.96,65.71,Rabi,Wheat
Banana,7.13,sandy_loam,16.23,55.24,71.31,Rabi,Mustard
Wheat,6.82,clay,32.23,67.36,58.1,Kharif,Gram
Cotton,7.06,sandy,15.66,81.2,58.55,Rabi,Mustard
Papaya,7.15,loamy,24.76,58.47,68.71,Rabi,Mustard
Garlic,6.72,loamy,26.1,67.15,82.72,Kharif,Maize
Potato,5.75,sandy,31.13,53.24,172.17,Kharif,Maize
Ginger,5.9,sandy_loam,15.15,52.47,46.87,Rabi,Wheat
Garlic,6.92,silt_clay,25.55,77.16,96.82,Kharif,Cotton
Ginger,5.74,loamy,20.78,84.52,80.0,Rabi,Mustard
Groundnut,6.53,silt_clay,17.09,50.13,49.66,Rabi,Wheat
Papaya,6.18,silt_clay,19.5,78.4,61.34,Rabi,Mustard
Turmeric,6.18,clay,22.11,81.65,50.05,Rabi,Mustard
Papaya,6.24,loamy,16.11,57.42,79.02,Rabi,Mustard
Coriander,6.31,sandy,25.67,66.81,67.16,Kharif,Maize
Gram,7.56,clay,30.66,75.01,193.77,Kharif,Rice
Potato,5.75,clay,27.96,72.55,175.75,Kharif,Rice
Wheat,7.32,sandy,28.74,50.61,74.41,Kharif,Maize
Rice,5.55,sandy,22.61,67.36,203.93,Rabi,Gram
Mustard,6.69,sandy_loam,30.95,81.03,141.09,Kharif,Maize
Wheat,6.37,sandy_loam,32.93,70.22,113.46,Kharif,Groundnut
Maize,6.73,loamy,17.42,74.99,45.48,Rabi,Mustard
Gram,6.7,loamy,30.13,59.37,145.5,Kharif,Cotton
Coriander,6.28,clay,33.4,58.27,79.1,Kharif,Cotton
Turmeric,6.65,clay,22.14,65.02,69.11,Rabi,Mustard
Bhindi,6.33,clay,20.13,66.65,65.8,Rabi,Gram
Banana,6.41,silt_clay,17.23,84.8,46.71,Rabi,Mustard
Coriander,7.15,loamy,27.48,80.88,81.65,Kharif,Cotton
Banana,6.87,silt_clay,17.56,55.26,53.99,Rabi,Mustard
Banana,6.47,silt_clay,18.22,51.44,59.83,Rabi,Gram
Tomato,7.03,clay,17.91,71.5,90.22,Rabi,Wheat
Ginger,6.27,silt_clay,17.65,55.97,63.57,Rabi,Wheat
Gram,6.66,silt_clay,33.7,72.26,116.47,Kharif,Cotton
Ginger,5.97,sandy,22.89,60.05,73.81,Rabi,Mustard
Brinjal,7.15,sandy,20.86,69.38,53.87,Rabi,Wheat
Maize,7.4,clay,18.95,83.35,98.02,Rabi,Mustard
Wheat,7.81,sandy,27.72,76.58,94.97,Kharif,Cotton
Groundnut,6.2,sandy_loam,15.1,71.92,68.16,Rabi,Gram
Garlic,6.61,silt_clay,29.44,53.71,97.15,Kharif,Maize
Onion,6.1,loamy,32.67,81.69,84.57,Kharif,Cotton
Turmeric,7.45,sandy_loam,16.61,50.53,68.03,Rabi,Gram
Wheat,7.98,sandy,33.16,80.15,134.65,Kharif,Cotton
Coconut,6.82,silt_clay,31.97,77.54,177.37,Kharif,Rice
Brinjal,6.68,clay,21.1,75.57,79.74,Rabi,Mustard
Mango,6.28,sandy,16.9,75.6,78.22,Rabi,Wheat
Tomato,6.61,sandy,21.76,74.57,86.04,Rabi,Wheat
Mustard,7.51,sandy_loam,26.88,56.45,105.7,Kharif,Cotton
Maize,7.26,sandy,22.87,65.9,77.81,Rabi,Wheat
Maize,7.43,clay,22.61,62.4,96.94,Rabi,Gram
Ginger,5.62,silt_clay,15.39,71.16,67.56,Rabi,Mustard
Coconut,7.15,sandy,29.48,70.15,235.08,Kharif,Rice
Bhindi,6.28,sandy,24.59,80.18,46.72,Rabi,Mustard
Mustard,7.81,clay,33.21,59.85,107.01,Kharif,Rice
Garlic,6.85,sandy,25.51,73.9,75.06,Kharif,Maize
Coriander,6.34,sandy_loam,28.84,79.82,106.28,Kharif,Maize
Ginger,5.68,clay,24.17,64.29,49.32,Rabi,Mustard
Gram,6.83,loamy,32.03,83.46,153.13,Kharif,Rice
Onion,6.51,loamy,30.75,54.58,87.45,Kharif,Cotton
Cotton,6.64,clay,24.69,63.22,42.48,Rabi,Mustard
Cotton,6.15,clay,21.58,84.92,58.07,Rabi,Wheat
Turmeric,5.92,sandy,16.24,50.36,68.88,Rabi,Mustard
Onion,6.46,sandy,28.64,83.58,86.64,Kharif,Cotton
Banana,6.95,sandy_loam,21.58,71.12,56.54,Rabi,Gram
Banana,6.22,sandy,21.19,76.21,60.91,Rabi,Mustard
Groundnut,6.46,sandy,23.11,84.33,77.06,Rabi,Wheat
Groundnut,7.1,sandy,18.67,68.98,45.92,Rabi,Gram
Papaya,6.2,sandy,23.82,79.82,60.25,Rabi,Gram
Coconut,6.16,clay,29.77,83.2,199.9,Kharif,Rice
Rice,6.66,silt_clay,23.71,78.45,242.09,Rabi,Wheat
Coconut,6.18,silt_clay,26.38,56.09,167.48,Kharif,Maize
Brinjal,6.66,sandy_loam,21.5,66.37,63.03,Rabi,Wheat
Rice,6.58,silt_clay,22.29,52.69,143.46,Rabi,Gram
Green Chilli,6.86,sandy,21.89,52.44,74.39,Rabi,Wheat
