Scheme Name,Center/State Name,Scheme Details,Website Link,Phone,Email,Commodity Name,Responsible Ministry/Department,Implementing Office/Agency,Office Address (HQ),Address Source/Notes
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Turmeric. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Turmeric,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Coriander. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Coriander,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Cumin. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Cumin,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Fenugreek. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Fenugreek,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Chilli (dry). Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Chilli (dry),Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Tea. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Tea,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Coffee. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Coffee,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Rubber. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Rubber,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Arecanut. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Arecanut,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Marigold. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Marigold,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Rose. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Rose,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Chrysanthemum. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Chrysanthemum,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Tuberose. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Tuberose,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Jasmine. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Jasmine,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Pradhan Mantri Fasal Bima Yojana (PMFBY),Central Government,"Comprehensive crop insurance scheme protecting against non-preventable natural risks. Coverage/commodity focus: Mushroom. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 14447. Email: help.agri-insurance@gov.in. Official webpage: https://pmfby.gov.in/.",https://pmfby.gov.in/,14447,help.agri-insurance@gov.in,Mushroom,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),DA&FW + State Agriculture Dept + Empanelled Insurance Co.; KRPH Helpline,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
YSR Rythu Bharosa,Andhra Pradesh,"Provides financial assistance of ₹13,500 per farmer family per year for purchasing inputs. Coverage/commodity focus: Rice. Responsible authority: Department of Agriculture/Horticulture, Government of Andhra Pradesh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate). Office address (HQ): HQ in Andhra Pradesh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1902. Email: ysrrb-ap@gov.in. Official webpage: https://ysrrythubharosa.ap.gov.in/.",https://ysrrythubharosa.ap.gov.in/,1902,ysrrb-ap@gov.in,Rice,"Department of Agriculture/Horticulture, Government of Andhra Pradesh","Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate)",HQ in Andhra Pradesh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
YSR Rythu Bharosa,Andhra Pradesh,"Provides financial assistance of ₹13,500 per farmer family per year for purchasing inputs. Coverage/commodity focus: Wheat. Responsible authority: Department of Agriculture/Horticulture, Government of Andhra Pradesh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate). Office address (HQ): HQ in Andhra Pradesh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1902. Email: ysrrb-ap@gov.in. Official webpage: https://ysrrythubharosa.ap.gov.in/.",https://ysrrythubharosa.ap.gov.in/,1902,ysrrb-ap@gov.in,Wheat,"Department of Agriculture/Horticulture, Government of Andhra Pradesh","Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate)",HQ in Andhra Pradesh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
YSR Rythu Bharosa,Andhra Pradesh,"Provides financial assistance of ₹13,500 per farmer family per year for purchasing inputs. Coverage/commodity focus: Maize. Responsible authority: Department of Agriculture/Horticulture, Government of Andhra Pradesh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate). Office address (HQ): HQ in Andhra Pradesh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1902. Email: ysrrb-ap@gov.in. Official webpage: https://ysrrythubharosa.ap.gov.in/.",https://ysrrythubharosa.ap.gov.in/,1902,ysrrb-ap@gov.in,Maize,"Department of Agriculture/Horticulture, Government of Andhra Pradesh","Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate)",HQ in Andhra Pradesh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
YSR Rythu Bharosa,Andhra Pradesh,"Provides financial assistance of ₹13,500 per farmer family per year for purchasing inputs. Coverage/commodity focus: Bajra. Responsible authority: Department of Agriculture/Horticulture, Government of Andhra Pradesh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate). Office address (HQ): HQ in Andhra Pradesh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1902. Email: ysrrb-ap@gov.in. Official webpage: https://ysrrythubharosa.ap.gov.in/.",https://ysrrythubharosa.ap.gov.in/,1902,ysrrb-ap@gov.in,Bajra,"Department of Agriculture/Horticulture, Government of Andhra Pradesh","Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate)",HQ in Andhra Pradesh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
YSR Rythu Bharosa,Andhra Pradesh,"Provides financial assistance of ₹13,500 per farmer family per year for purchasing inputs. Coverage/commodity focus: Barley. Responsible authority: Department of Agriculture/Horticulture, Government of Andhra Pradesh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate). Office address (HQ): HQ in Andhra Pradesh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1902. Email: ysrrb-ap@gov.in. Official webpage: https://ysrrythubharosa.ap.gov.in/.",https://ysrrythubharosa.ap.gov.in/,1902,ysrrb-ap@gov.in,Barley,"Department of Agriculture/Horticulture, Government of Andhra Pradesh","Department of Agriculture/Horticulture, Government of Andhra Pradesh (Directorate/Commissionerate)",HQ in Andhra Pradesh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
