crop,soil_type,soil_pH,temperature,humidity,rainfall,season,N_dosage,P_dosage,K_dosage
Cotton,sandy,7.1,21.83,61.66,70.1,Kharif,133.0,54.0,60.0
Cotton,clay,6.01,21.05,83.4,151.12,Kharif,104.0,60.0,64.0
Cotton,sandy,5.68,28.13,48.21,51.76,Rabi,134.0,63.0,75.0
Cotton,sandy_loam,6.83,17.49,43.92,134.14,Rabi,104.0,52.0,64.0
Maize,clay,5.98,17.72,47.82,183.62,Kharif,117.0,74.0,59.0
Maize,clay,6.29,24.75,46.9,181.41,Kharif,123.0,66.0,54.0
Rice,sandy,6.72,34.61,43.77,104.2,Rabi,133.0,52.0,59.0
Tomato,sandy,7.49,32.98,43.41,103.44,Kharif,209.0,132.0,107.0
Potato,clay,7.63,28.58,54.0,90.85,Kharif,150.0,105.0,125.0
Maize,sandy_loam,5.08,17.74,48.66,51.43,Kharif,163.0,74.0,63.0
Potato,loamy,7.43,19.46,63.36,211.64,Kharif,187.0,100.0,108.0
Potato,clay,6.46,34.37,52.74,248.4,Kharif,169.0,109.0,100.0
Tomato,clay,7.37,29.9,53.79,220.36,Rabi,156.0,138.0,97.0
Cotton,clay,7.97,28.53,85.04,202.72,Kharif,99.0,62.0,62.0
Sugarcane,loamy,7.72,16.07,55.42,100.51,Rabi,263.0,112.0,108.0
Wheat,clay,6.11,17.71,65.92,63.65,Kharif,107.0,60.0,37.0
Rice,sandy,6.54,30.67,59.83,170.64,Kharif,127.0,60.0,64.0
Rice,sandy,6.12,34.01,76.6,165.72,Kharif,118.0,48.0,64.0
Cotton,sandy_loam,7.77,34.92,69.99,46.97,Kharif,111.0,66.0,65.0
Rice,sandy,7.01,15.88,69.41,249.86,Rabi,122.0,62.0,56.0
Wheat,sandy,5.79,24.44,56.22,239.95,Kharif,128.0,69.0,42.0
Cotton,sandy_loam,6.5,21.62,89.81,114.68,Rabi,121.0,66.0,68.0
Cotton,clay,7.36,25.25,80.65,144.42,Rabi,109.0,52.0,55.0
Cotton,loamy,7.65,16.4,60.96,162.43,Rabi,118.0,52.0,60.0
Maize,sandy_loam,6.72,18.84,79.67,47.21,Kharif,155.0,61.0,65.0
Cotton,loamy,6.5,29.93,68.13,57.49,Kharif,129.0,61.0,56.0
Wheat,loamy,6.78,24.65,71.13,42.11,Rabi,106.0,56.0,40.0
Maize,loamy,5.9,26.01,54.5,168.82,Kharif,132.0,74.0,54.0
Cotton,loamy,5.39,30.95,75.49,150.76,Rabi,133.0,68.0,65.0
Potato,clay,7.09,21.84,56.01,204.71,Rabi,149.0,97.0,114.0
Tomato,clay,6.41,21.74,58.72,117.89,Rabi,158.0,115.0,109.0
Potato,sandy,5.82,18.06,87.23,58.92,Kharif,197.0,103.0,162.0
Sugarcane,sandy_loam,7.59,17.3,83.48,165.88,Kharif,249.0,96.0,95.0
Potato,loamy,6.94,34.31,81.65,190.6,Kharif,189.0,109.0,114.0
Potato,sandy,5.31,16.63,85.52,56.71,Rabi,203.0,104.0,158.0
Tomato,sandy,5.88,18.12,47.45,141.73,Rabi,205.0,119.0,123.0
Tomato,sandy_loam,5.84,23.59,48.86,242.49,Kharif,185.0,103.0,87.0
Wheat,sandy,5.52,25.94,75.72,133.37,Kharif,121.0,60.0,45.0
Rice,clay,7.15,20.42,50.11,105.9,Rabi,93.0,55.0,50.0
Tomato,loamy,5.8,16.2,76.66,169.63,Kharif,179.0,122.0,106.0
Cotton,loamy,7.91,17.51,48.03,182.11,Kharif,113.0,65.0,60.0
Sugarcane,sandy_loam,5.85,17.15,61.65,85.05,Rabi,261.0,88.0,86.0
Cotton,sandy,7.99,32.95,41.05,220.32,Rabi,114.0,54.0,65.0
Maize,sandy_loam,7.52,26.64,56.17,148.41,Rabi,143.0,62.0,52.0
Tomato,clay,7.95,31.26,85.19,46.22,Rabi,161.0,134.0,93.0
Sugarcane,sandy_loam,6.17,21.74,66.18,222.7,Kharif,219.0,111.0,109.0
Potato,sandy,5.83,28.59,75.31,218.17,Kharif,199.0,96.0,164.0
Potato,loamy,5.22,27.08,89.65,242.47,Rabi,200.0,86.0,127.0
Cotton,sandy_loam,5.07,33.49,40.53,161.35,Kharif,136.0,64.0,66.0
Tomato,sandy,5.17,16.41,83.48,135.81,Kharif,230.0,133.0,111.0
Tomato,sandy,5.67,25.98,85.31,231.67,Kharif,225.0,115.0,130.0
Wheat,sandy,7.85,17.74,66.88,78.83,Rabi,134.0,56.0,47.0
Tomato,sandy_loam,7.09,22.83,58.51,181.87,Rabi,171.0,126.0,101.0
Tomato,clay,6.52,34.15,88.63,174.76,Kharif,156.0,114.0,81.0
Tomato,loamy,5.67,23.83,76.86,123.03,Rabi,180.0,107.0,110.0
Maize,clay,7.08,19.0,88.66,113.5,Kharif,129.0,73.0,53.0
Sugarcane,sandy_loam,6.0,21.49,74.73,163.42,Kharif,287.0,94.0,111.0
Cotton,loamy,5.33,15.55,53.68,96.56,Kharif,130.0,53.0,53.0
Potato,clay,6.99,23.42,54.45,125.98,Kharif,159.0,97.0,110.0
Sugarcane,sandy_loam,6.04,31.83,41.77,244.69,Kharif,261.0,108.0,92.0
Sugarcane,loamy,7.13,21.29,45.97,105.13,Kharif,287.0,103.0,105.0
Potato,sandy,5.35,33.39,73.19,105.54,Rabi,188.0,114.0,165.0
Sugarcane,sandy_loam,5.8,25.89,80.25,105.26,Rabi,274.0,90.0,102.0
Wheat,sandy_loam,6.63,33.38,85.0,134.11,Kharif,136.0,59.0,36.0
Maize,loamy,7.88,23.88,77.75,197.67,Kharif,135.0,68.0,60.0
Cotton,sandy,5.31,30.39,56.01,216.5,Kharif,136.0,66.0,56.0
Sugarcane,sandy,6.54,29.78,54.92,134.11,Kharif,297.0,101.0,136.0
Cotton,clay,7.04,31.13,73.12,108.82,Rabi,129.0,56.0,56.0
Potato,loamy,5.4,17.08,76.27,89.79,Rabi,190.0,96.0,102.0
Maize,loamy,6.04,26.99,86.86,75.08,Rabi,132.0,65.0,56.0
Wheat,loamy,7.53,23.76,57.12,154.76,Kharif,127.0,65.0,43.0
Rice,clay,7.02,30.93,52.52,171.22,Kharif,99.0,57.0,47.0
Wheat,sandy,5.49,21.08,71.06,103.38,Rabi,143.0,53.0,50.0
Sugarcane,loamy,5.4,32.83,59.61,157.48,Kharif,218.0,94.0,105.0
Sugarcane,clay,5.53,33.16,72.38,140.36,Rabi,198.0,91.0,77.0
Tomato,sandy_loam,7.27,17.73,88.26,217.17,Kharif,175.0,129.0,87.0
Maize,sandy,5.07,22.46,47.44,157.26,Kharif,164.0,88.0,81.0
Cotton,sandy,6.91,28.2,54.45,69.56,Kharif,149.0,51.0,61.0
Tomato,loamy,5.9,17.7,61.13,59.1,Kharif,178.0,127.0,87.0
Potato,loamy,7.35,31.54,83.2,159.61,Kharif,172.0,110.0,133.0
Sugarcane,sandy,6.89,29.32,72.81,218.2,Kharif,265.0,121.0,129.0
Sugarcane,sandy,6.03,25.2,85.19,57.18,Kharif,341.0,98.0,129.0
Sugarcane,sandy_loam,5.15,27.19,70.7,144.93,Kharif,248.0,95.0,96.0
Maize,loamy,5.47,27.86,66.81,97.69,Kharif,155.0,66.0,65.0
Rice,loamy,7.51,20.59,72.14,185.77,Kharif,91.0,48.0,44.0
Sugarcane,sandy_loam,5.84,17.46,56.09,218.92,Kharif,229.0,94.0,113.0
Maize,sandy,7.82,17.45,50.6,46.2,Rabi,162.0,78.0,62.0
Maize,clay,7.46,16.18,85.31,79.67,Rabi,153.0,72.0,51.0
Cotton,sandy,7.17,34.28,86.54,200.07,Kharif,113.0,67.0,63.0
Tomato,loamy,7.49,19.63,58.87,206.34,Kharif,159.0,134.0,98.0
Tomato,sandy,7.54,21.04,58.59,74.61,Kharif,224.0,121.0,107.0
Tomato,loamy,7.53,29.59,81.59,84.42,Rabi,155.0,123.0,95.0
Cotton,sandy,5.68,22.9,72.69,131.99,Rabi,113.0,63.0,75.0
Tomato,loamy,6.71,24.84,65.9,224.57,Rabi,171.0,103.0,90.0
Sugarcane,loamy,6.07,24.89,43.18,97.87,Rabi,257.0,112.0,106.0
Rice,sandy,7.81,15.78,60.9,243.19,Rabi,108.0,59.0,71.0
Cotton,clay,5.98,19.66,53.25,86.47,Rabi,102.0,52.0,59.0
Sugarcane,loamy,7.63,15.94,55.18,133.1,Rabi,287.0,107.0,110.0
Sugarcane,loamy,6.77,18.86,46.63,125.16,Rabi,236.0,94.0,88.0
Rice,sandy_loam,7.48,25.49,78.76,89.23,Kharif,94.0,47.0,47.0
Potato,sandy,5.69,27.72,54.22,177.18,Kharif,223.0,88.0,147.0
Rice,sandy_loam,6.01,16.34,88.77,211.56,Rabi,112.0,47.0,51.0
Potato,sandy,6.47,21.61,75.96,229.55,Kharif,184.0,98.0,131.0
Maize,sandy_loam,7.46,21.86,49.68,81.67,Rabi,169.0,76.0,60.0
Sugarcane,sandy_loam,6.18,29.46,68.62,142.2,Kharif,285.0,104.0,90.0
Wheat,sandy_loam,6.78,26.87,48.21,65.93,Rabi,106.0,59.0,43.0
Potato,sandy,7.52,22.44,42.14,206.74,Rabi,176.0,105.0,125.0
Tomato,sandy_loam,6.2,18.74,70.51,78.71,Kharif,191.0,124.0,114.0
Tomato,sandy,5.01,22.93,64.26,195.99,Rabi,196.0,137.0,129.0
Cotton,clay,6.35,16.9,69.97,99.02,Rabi,103.0,52.0,64.0
Rice,sandy_loam,6.56,25.44,69.45,197.85,Kharif,111.0,54.0,52.0
Sugarcane,clay,5.59,15.68,61.36,161.32,Kharif,221.0,100.0,79.0
Cotton,sandy_loam,7.69,24.34,59.61,192.01,Rabi,108.0,54.0,62.0
Tomato,loamy,5.49,16.25,49.74,194.34,Kharif,197.0,132.0,95.0
Wheat,clay,6.31,29.97,81.4,201.96,Kharif,120.0,60.0,41.0
Tomato,clay,5.09,32.29,59.82,95.41,Rabi,167.0,117.0,91.0
Potato,clay,7.4,30.21,55.61,187.57,Rabi,191.0,93.0,125.0
Potato,loamy,7.42,21.61,48.25,119.44,Kharif,168.0,112.0,109.0
Sugarcane,sandy,5.91,21.28,64.62,82.11,Rabi,267.0,95.0,116.0
Maize,sandy_loam,7.86,24.67,56.58,78.11,Rabi,139.0,62.0,60.0
Potato,sandy,5.33,15.82,56.7,171.46,Rabi,186.0,104.0,135.0
Wheat,loamy,5.69,28.7,89.09,185.13,Rabi,136.0,56.0,44.0
Potato,clay,5.04,23.07,70.85,44.75,Kharif,185.0,87.0,113.0
Cotton,sandy_loam,7.76,25.61,59.84,152.36,Rabi,125.0,53.0,52.0
Rice,loamy,6.7,29.77,83.93,124.87,Rabi,113.0,49.0,56.0
Wheat,clay,5.51,26.62,75.72,232.5,Rabi,122.0,58.0,41.0
Potato,loamy,7.25,21.54,69.32,121.77,Kharif,167.0,106.0,126.0
Maize,clay,7.54,28.57,87.7,147.31,Rabi,117.0,63.0,48.0
Rice,clay,7.47,30.64,67.19,60.97,Rabi,77.0,48.0,43.0
Tomato,sandy,5.18,24.44,65.84,219.48,Kharif,190.0,151.0,103.0
Tomato,clay,5.11,31.72,84.82,74.12,Kharif,196.0,135.0,95.0
Potato,loamy,6.89,22.27,41.35,64.47,Rabi,198.0,98.0,131.0
Sugarcane,loamy,7.93,30.67,69.03,45.53,Rabi,286.0,114.0,115.0
Cotton,clay,5.82,20.95,68.04,94.19,Kharif,103.0,67.0,57.0
Tomato,clay,6.61,26.92,63.6,98.32,Kharif,194.0,106.0,103.0
Wheat,loamy,6.74,25.8,42.52,53.21,Rabi,126.0,55.0,43.0
Maize,loamy,5.38,27.99,43.65,119.42,Rabi,166.0,66.0,68.0
Maize,sandy_loam,7.62,27.67,84.53,111.76,Rabi,157.0,68.0,51.0
Rice,sandy_loam,7.34,22.96,62.2,227.65,Kharif,110.0,51.0,55.0
Rice,clay,5.6,23.37,77.55,61.29,Kharif,85.0,57.0,51.0
Wheat,loamy,7.67,21.58,55.73,147.54,Kharif,129.0,55.0,36.0
Maize,sandy_loam,5.8,27.07,73.45,177.56,Kharif,169.0,62.0,67.0
Cotton,sandy_loam,7.86,22.31,58.81,196.09,Rabi,102.0,59.0,59.0
Sugarcane,clay,7.34,17.64,82.47,236.86,Rabi,226.0,85.0,87.0
Wheat,sandy,6.56,17.49,88.07,173.54,Rabi,114.0,51.0,52.0
Sugarcane,sandy_loam,7.95,31.95,41.31,239.03,Kharif,246.0,99.0,104.0
Sugarcane,loamy,7.47,18.6,59.33,89.99,Kharif,275.0,108.0,93.0
Sugarcane,sandy,6.0,25.94,45.12,174.97,Kharif,300.0,109.0,102.0
Maize,loamy,6.41,19.23,66.83,241.18,Rabi,165.0,75.0,69.0
Cotton,sandy,6.55,17.67,88.97,94.13,Kharif,117.0,63.0,62.0
Sugarcane,loamy,7.33,25.5,54.23,209.98,Kharif,258.0,99.0,91.0
Cotton,loamy,6.3,23.35,78.01,76.72,Rabi,134.0,63.0,63.0
Rice,loamy,5.42,32.97,81.47,106.68,Kharif,97.0,45.0,48.0
Wheat,sandy_loam,7.47,32.59,64.39,172.43,Kharif,111.0,63.0,45.0
Wheat,clay,6.55,20.07,87.03,230.25,Kharif,118.0,68.0,38.0
Wheat,sandy_loam,5.2,15.03,66.16,112.26,Rabi,115.0,59.0,36.0
Maize,sandy_loam,6.6,17.28,67.46,40.28,Rabi,157.0,79.0,58.0
Tomato,sandy,6.72,19.44,60.17,244.88,Kharif,191.0,114.0,109.0
Cotton,sandy_loam,6.9,25.38,80.99,224.88,Rabi,135.0,52.0,62.0
Wheat,sandy_loam,6.39,22.8,83.18,235.14,Rabi,112.0,55.0,44.0
Maize,loamy,5.49,23.85,64.69,105.55,Kharif,169.0,74.0,64.0
Wheat,sandy_loam,6.81,29.7,45.52,221.04,Kharif,124.0,66.0,36.0
Tomato,clay,5.17,26.83,58.62,121.21,Rabi,175.0,110.0,83.0
Cotton,sandy,6.65,24.34,86.39,94.04,Rabi,114.0,68.0,76.0
Potato,clay,6.27,27.46,60.09,215.99,Rabi,196.0,103.0,108.0
Maize,sandy_loam,6.63,34.73,61.62,174.79,Rabi,135.0,72.0,64.0
Wheat,sandy_loam,7.57,15.97,47.43,126.93,Kharif,135.0,59.0,44.0
Sugarcane,sandy,7.29,25.13,80.73,215.6,Rabi,323.0,115.0,120.0
Wheat,clay,6.92,16.5,46.71,175.4,Rabi,123.0,66.0,41.0
Rice,clay,7.61,17.61,79.53,66.21,Kharif,95.0,50.0,39.0
Rice,clay,6.99,24.68,40.27,208.94,Kharif,79.0,43.0,46.0
Sugarcane,loamy,5.95,30.51,86.52,115.35,Rabi,260.0,85.0,99.0
Cotton,sandy,5.19,22.57,82.95,86.37,Kharif,131.0,68.0,65.0
Rice,loamy,6.63,18.18,50.19,59.14,Rabi,108.0,55.0,54.0
Maize,clay,6.2,28.99,54.67,212.02,Kharif,117.0,61.0,48.0
Maize,clay,6.84,34.71,84.12,240.88,Kharif,143.0,77.0,53.0
Sugarcane,sandy,5.67,19.0,76.86,226.38,Rabi,270.0,97.0,126.0
Tomato,sandy,7.48,18.74,58.03,156.66,Rabi,230.0,149.0,119.0
Wheat,clay,7.52,24.46,41.95,174.09,Rabi,122.0,68.0,37.0
Tomato,sandy,5.23,17.42,89.39,142.4,Rabi,235.0,151.0,130.0
Tomato,clay,7.04,30.14,48.55,158.1,Kharif,192.0,110.0,102.0
Tomato,sandy,6.96,24.42,47.17,146.64,Kharif,211.0,113.0,125.0
Potato,sandy_loam,6.03,33.46,85.41,116.62,Kharif,156.0,101.0,122.0
Rice,loamy,6.19,19.74,51.73,225.58,Rabi,90.0,50.0,48.0
Wheat,clay,7.81,26.95,80.47,208.03,Rabi,130.0,68.0,35.0
Rice,loamy,5.1,16.25,85.32,69.24,Rabi,94.0,54.0,44.0
Potato,sandy_loam,5.13,22.12,71.57,231.75,Rabi,159.0,94.0,112.0
Sugarcane,sandy_loam,5.05,27.61,72.42,162.58,Rabi,274.0,103.0,88.0
Maize,sandy,6.56,31.61,60.96,80.74,Rabi,150.0,84.0,79.0
Sugarcane,loamy,7.64,33.54,41.22,247.59,Rabi,276.0,92.0,103.0
Sugarcane,clay,7.78,16.08,83.27,147.39,Kharif,223.0,113.0,98.0
Potato,loamy,7.67,23.2,41.35,185.94,Rabi,187.0,94.0,110.0
Maize,loamy,6.5,34.17,76.74,197.03,Kharif,162.0,65.0,52.0
Rice,sandy,7.09,21.8,76.24,53.72,Kharif,131.0,56.0,68.0
Sugarcane,sandy_loam,6.64,19.31,83.01,133.61,Rabi,284.0,91.0,90.0
Cotton,loamy,5.01,27.3,61.27,66.67,Kharif,132.0,64.0,55.0
Sugarcane,clay,6.08,28.19,56.51,177.92,Rabi,232.0,100.0,93.0
Cotton,clay,7.59,20.86,62.51,87.95,Rabi,114.0,53.0,55.0
Maize,sandy,5.9,27.46,63.46,64.49,Kharif,147.0,83.0,82.0
Tomato,sandy,6.85,20.79,79.64,166.7,Rabi,210.0,138.0,107.0
Maize,sandy,8.0,30.05,83.2,176.75,Rabi,168.0,78.0,66.0
Potato,sandy,6.65,15.38,56.2,197.63,Kharif,225.0,91.0,147.0
Cotton,sandy,6.05,17.64,46.33,211.24,Kharif,139.0,66.0,75.0
Wheat,loamy,5.05,25.34,66.48,124.19,Rabi,115.0,61.0,35.0
Maize,clay,5.4,24.91,45.33,112.57,Kharif,128.0,68.0,56.0
Sugarcane,sandy_loam,6.7,20.14,65.68,197.11,Kharif,242.0,98.0,106.0
Rice,sandy,6.49,24.52,81.57,104.63,Kharif,122.0,56.0,72.0
Tomato,sandy,5.26,22.18,60.6,215.4,Rabi,225.0,138.0,99.0
Sugarcane,loamy,5.39,32.43,57.89,171.47,Rabi,243.0,86.0,96.0
Maize,loamy,5.22,19.45,77.43,131.8,Kharif,155.0,63.0,56.0
Cotton,clay,5.19,32.52,81.27,112.74,Rabi,129.0,62.0,62.0
Wheat,sandy_loam,7.74,16.82,72.41,126.77,Rabi,138.0,61.0,38.0
Maize,sandy_loam,6.23,18.31,50.2,185.61,Rabi,154.0,61.0,52.0
Sugarcane,clay,6.22,26.65,75.3,210.09,Rabi,215.0,96.0,82.0
Cotton,sandy_loam,6.55,33.35,45.73,54.96,Kharif,122.0,63.0,58.0
Tomato,sandy_loam,6.06,34.04,74.95,198.54,Kharif,177.0,136.0,99.0
Tomato,clay,5.36,27.34,70.03,220.57,Kharif,173.0,132.0,108.0
Wheat,sandy,7.06,31.3,60.87,105.03,Kharif,117.0,68.0,42.0
Maize,sandy_loam,6.64,27.55,86.76,102.8,Rabi,165.0,72.0,62.0
Rice,sandy,7.97,23.25,58.6,203.05,Rabi,133.0,56.0,60.0
Potato,loamy,5.57,16.54,69.3,99.65,Rabi,182.0,108.0,105.0
Rice,loamy,5.69,33.17,40.06,156.8,Kharif,100.0,43.0,47.0
Tomato,sandy,5.06,27.92,71.6,63.19,Kharif,222.0,125.0,104.0
Wheat,loamy,6.09,27.02,82.43,226.61,Rabi,126.0,56.0,37.0
Sugarcane,sandy,7.25,32.49,84.14,87.82,Rabi,264.0,105.0,106.0
Sugarcane,clay,5.41,28.27,66.08,73.98,Kharif,241.0,107.0,82.0
Rice,clay,5.76,19.92,60.14,227.87,Kharif,80.0,47.0,44.0
Cotton,clay,5.69,22.98,69.66,154.52,Rabi,114.0,59.0,54.0
Rice,sandy_loam,7.62,15.26,51.33,159.05,Kharif,98.0,52.0,48.0
Maize,clay,7.35,31.77,69.19,124.64,Kharif,137.0,64.0,51.0
Cotton,sandy,5.15,17.17,66.23,199.27,Kharif,141.0,68.0,65.0
Wheat,sandy,5.47,30.04,68.41,97.68,Kharif,123.0,60.0,51.0
Cotton,sandy,7.1,34.73,62.08,148.82,Kharif,147.0,62.0,70.0
Rice,loamy,5.49,22.82,88.47,94.21,Kharif,85.0,51.0,51.0
Cotton,loamy,6.22,19.56,47.87,169.22,Kharif,129.0,53.0,53.0
Wheat,loamy,7.08,28.49,89.0,246.98,Kharif,107.0,67.0,37.0
Tomato,loamy,6.78,17.03,40.11,50.12,Rabi,156.0,126.0,92.0
Sugarcane,sandy_loam,7.67,16.63,63.31,202.87,Rabi,275.0,93.0,104.0
Maize,sandy_loam,5.25,18.21,76.66,130.59,Rabi,144.0,78.0,67.0
Cotton,sandy_loam,5.64,24.71,88.04,139.46,Kharif,127.0,53.0,62.0
Wheat,sandy,6.01,27.3,86.35,242.03,Kharif,114.0,61.0,54.0
Sugarcane,sandy_loam,5.82,24.32,88.72,225.04,Kharif,249.0,98.0,101.0
Maize,sandy,5.72,15.84,71.19,158.13,Rabi,198.0,87.0,80.0
Tomato,loamy,5.71,20.31,89.72,89.46,Rabi,193.0,136.0,94.0
Tomato,sandy,7.39,16.37,50.51,72.44,Rabi,220.0,138.0,124.0
Rice,sandy_loam,5.51,24.07,62.74,184.0,Rabi,101.0,50.0,49.0
Rice,loamy,7.27,15.49,41.11,107.96,Kharif,110.0,46.0,43.0
Tomato,loamy,6.42,16.19,45.54,210.83,Rabi,173.0,110.0,104.0
Tomato,clay,6.55,23.61,54.01,216.69,Rabi,183.0,112.0,97.0
Maize,loamy,5.52,25.31,53.07,191.76,Rabi,153.0,73.0,54.0
Potato,sandy,5.91,20.63,78.99,120.02,Rabi,186.0,104.0,161.0
Cotton,sandy_loam,7.78,30.94,70.46,64.33,Rabi,125.0,63.0,58.0
Cotton,sandy_loam,6.92,31.27,57.47,165.02,Rabi,130.0,60.0,68.0
Potato,sandy,7.86,26.86,71.31,131.09,Kharif,170.0,90.0,125.0
Potato,loamy,7.83,30.73,50.05,173.83,Rabi,158.0,95.0,133.0
Maize,loamy,5.11,15.53,76.96,106.78,Rabi,162.0,75.0,67.0
Wheat,clay,7.77,26.85,59.0,145.41,Rabi,128.0,53.0,41.0
Sugarcane,loamy,5.3,19.68,49.57,244.36,Rabi,216.0,92.0,97.0
Cotton,clay,7.91,21.89,57.5,154.03,Rabi,103.0,51.0,59.0
Sugarcane,clay,7.94,20.64,62.07,53.23,Rabi,196.0,103.0,81.0
Tomato,sandy_loam,5.25,25.61,50.73,111.36,Rabi,191.0,125.0,103.0
Cotton,sandy,5.05,20.85,61.2,147.22,Kharif,137.0,60.0,70.0
Wheat,loamy,6.21,28.53,49.5,211.94,Kharif,122.0,58.0,39.0
Wheat,clay,6.1,17.01,55.48,179.38,Rabi,121.0,55.0,34.0
Potato,sandy_loam,6.73,21.62,72.05,184.92,Rabi,175.0,104.0,117.0
Potato,loamy,5.24,30.7,84.79,244.53,Rabi,166.0,88.0,104.0
Rice,loamy,7.9,15.1,87.59,174.22,Kharif,102.0,46.0,50.0
Rice,sandy,5.31,29.75,49.11,158.43,Kharif,110.0,52.0,58.0
Tomato,clay,6.96,16.06,41.04,64.77,Rabi,176.0,111.0,101.0
Cotton,sandy_loam,5.44,19.6,70.9,54.16,Rabi,128.0,58.0,68.0
Cotton,clay,6.72,16.39,67.64,160.91,Rabi,118.0,60.0,63.0
Rice,sandy_loam,6.19,18.64,47.84,213.73,Rabi,90.0,46.0,50.0
Rice,loamy,5.34,16.74,75.95,128.22,Rabi,95.0,49.0,54.0
Maize,loamy,7.19,24.56,65.26,218.75,Kharif,133.0,71.0,67.0
Cotton,sandy_loam,6.58,15.59,42.91,181.76,Rabi,119.0,68.0,67.0
Cotton,sandy_loam,5.95,32.08,80.13,178.89,Rabi,122.0,66.0,56.0
Sugarcane,sandy,7.76,22.74,89.43,199.9,Rabi,317.0,117.0,115.0
Wheat,sandy,6.89,24.11,64.1,199.13,Rabi,119.0,53.0,47.0
Rice,sandy,6.07,30.16,40.72,64.38,Kharif,105.0,52.0,74.0
Rice,sandy,7.72,19.79,47.24,142.79,Rabi,122.0,57.0,57.0
Tomato,sandy_loam,7.11,25.78,56.31,153.24,Kharif,181.0,125.0,101.0
Wheat,loamy,6.67,34.57,78.66,62.32,Rabi,108.0,59.0,38.0
Sugarcane,clay,5.2,19.58,84.15,213.14,Kharif,219.0,110.0,93.0
Sugarcane,sandy,7.02,33.31,56.2,229.09,Kharif,295.0,100.0,118.0
Rice,sandy_loam,7.42,32.16,89.88,90.71,Kharif,94.0,47.0,57.0
Potato,sandy,7.72,18.61,42.02,163.4,Kharif,185.0,90.0,127.0
Cotton,clay,6.14,31.11,72.66,131.71,Rabi,118.0,58.0,65.0
Potato,loamy,6.62,22.91,60.78,175.09,Rabi,206.0,95.0,121.0
Maize,sandy_loam,7.63,18.62,79.86,135.97,Rabi,146.0,66.0,63.0
Cotton,sandy_loam,5.04,16.23,80.25,99.22,Kharif,122.0,66.0,54.0
Sugarcane,sandy_loam,5.52,15.38,72.6,51.23,Kharif,242.0,98.0,107.0
Potato,sandy_loam,6.82,34.7,65.88,129.39,Rabi,206.0,108.0,106.0
Potato,clay,7.25,22.97,63.9,198.65,Rabi,178.0,112.0,119.0
Sugarcane,clay,5.4,20.86,79.45,225.93,Rabi,235.0,98.0,80.0
Maize,loamy,7.25,30.18,87.66,51.37,Rabi,163.0,67.0,51.0
Cotton,loamy,5.93,25.93,75.13,249.98,Kharif,121.0,56.0,68.0
Tomato,sandy_loam,7.48,32.83,85.76,146.54,Kharif,154.0,105.0,90.0
Maize,clay,7.8,19.84,79.91,130.95,Rabi,126.0,64.0,60.0
Tomato,sandy,6.36,25.22,66.59,212.18,Rabi,176.0,141.0,119.0
Rice,sandy_loam,6.59,15.65,63.78,125.63,Rabi,105.0,52.0,47.0
Tomato,sandy_loam,6.34,18.9,56.31,229.31,Kharif,183.0,110.0,92.0
Potato,loamy,5.26,26.12,89.65,70.45,Rabi,158.0,85.0,102.0
Rice,sandy_loam,5.24,24.54,71.5,214.02,Rabi,94.0,45.0,53.0
Maize,sandy,6.74,22.85,68.89,148.17,Kharif,167.0,69.0,70.0
Maize,clay,6.66,29.36,84.85,229.37,Kharif,151.0,71.0,52.0
Sugarcane,sandy_loam,6.78,22.15,78.13,68.5,Rabi,216.0,88.0,88.0
Cotton,loamy,5.59,25.94,89.86,158.87,Rabi,104.0,63.0,56.0
Potato,sandy_loam,7.16,19.28,79.47,130.19,Kharif,167.0,114.0,120.0
Wheat,loamy,7.76,16.9,67.21,195.51,Rabi,117.0,54.0,36.0
Cotton,loamy,6.01,15.03,55.4,98.51,Rabi,110.0,60.0,60.0
Cotton,sandy_loam,5.57,29.34,57.62,136.02,Rabi,106.0,58.0,56.0
Rice,clay,5.55,29.86,82.4,154.57,Kharif,79.0,48.0,49.0
Cotton,clay,5.47,29.73,41.86,94.49,Kharif,102.0,61.0,62.0
Tomato,sandy_loam,6.28,27.91,54.2,109.64,Kharif,204.0,116.0,92.0
Cotton,sandy,6.8,19.03,43.72,44.39,Kharif,136.0,60.0,76.0
Tomato,sandy_loam,6.18,18.24,61.69,202.1,Rabi,160.0,134.0,105.0
Maize,sandy_loam,7.07,32.43,41.69,124.91,Rabi,132.0,67.0,64.0
Rice,clay,7.98,32.61,71.17,159.57,Rabi,89.0,53.0,40.0
Cotton,clay,6.24,34.27,60.02,116.4,Kharif,99.0,60.0,57.0
Cotton,loamy,6.37,22.27,71.48,181.51,Kharif,121.0,55.0,69.0
Tomato,sandy_loam,5.56,24.36,78.25,217.53,Rabi,207.0,117.0,111.0
Sugarcane,clay,5.13,28.29,42.22,205.15,Kharif,258.0,103.0,93.0
Wheat,sandy,7.62,16.74,64.37,185.2,Rabi,150.0,59.0,48.0
Maize,sandy,7.09,30.32,62.06,190.46,Kharif,166.0,82.0,65.0
Potato,sandy_loam,6.44,30.09,73.46,210.4,Rabi,192.0,111.0,103.0
Maize,sandy,7.9,23.77,59.67,217.78,Kharif,157.0,86.0,72.0
Maize,clay,7.49,32.92,60.73,43.72,Kharif,148.0,65.0,50.0
Tomato,loamy,6.03,19.27,85.45,226.91,Rabi,193.0,126.0,91.0
